step,res_total,res_max,dt
980,1.82943744e-03,4.72320307e-04,9.22728708e-13
981,1.82776118e-03,4.71009989e-04,9.22803004e-13
982,1.82608827e-03,4.69702507e-04,9.22877112e-13
983,1.82441871e-03,4.68397853e-04,9.22951032e-13
984,1.82275249e-03,4.67096022e-04,9.23024764e-13
985,1.82108960e-03,4.65797009e-04,9.23098309e-13
986,1.81943003e-03,4.64500807e-04,9.23171667e-13
987,1.81777378e-03,4.63207411e-04,9.23244838e-13
988,1.81612084e-03,4.61916814e-04,9.23317823e-13
989,1.81447120e-03,4.60629011e-04,9.23390622e-13
990,1.81282485e-03,4.59343995e-04,9.23463235e-13
991,1.81118180e-03,4.58061761e-04,9.23535662e-13
992,1.80954203e-03,4.56782304e-04,9.23607904e-13
993,1.80790553e-03,4.55505616e-04,9.23679961e-13
994,1.80627230e-03,4.54231693e-04,9.23751834e-13
995,1.80464233e-03,4.52960528e-04,9.23823523e-13
996,1.80301562e-03,4.51692117e-04,9.23895027e-13
997,1.80139216e-03,4.50426452e-04,9.23966348e-13
998,1.79977193e-03,4.49163528e-04,9.24037485e-13
999,1.79815494e-03,4.47903340e-04,9.24108439e-13
1000,1.79654118e-03,4.46645881e-04,9.24179211e-13
1001,1.79493063e-03,4.45391146e-04,9.24249800e-13
1002,1.79332330e-03,4.44139130e-04,9.24320206e-13
1003,1.79171918e-03,4.42889825e-04,9.24390431e-13
1004,1.79011826e-03,4.41643228e-04,9.24460474e-13
1005,1.78852053e-03,4.40399332e-04,9.24530336e-13
1006,1.78692599e-03,4.39158131e-04,9.24600017e-13
1007,1.78533462e-03,4.37919619e-04,9.24669518e-13
1008,1.78374643e-03,4.36683792e-04,9.24738837e-13
1009,1.78216141e-03,4.35450643e-04,9.24807977e-13
1010,1.78057955e-03,4.34220167e-04,9.24876937e-13
1011,1.77900084e-03,4.32992358e-04,9.24945718e-13
1012,1.77742527e-03,4.31767210e-04,9.25014319e-13
1013,1.77585285e-03,4.30544719e-04,9.25082741e-13
1014,1.77428356e-03,4.29324877e-04,9.25150985e-13
1015,1.77271740e-03,4.28107681e-04,9.25219051e-13
1016,1.77115436e-03,4.26893123e-04,9.25286938e-13
1017,1.76959443e-03,4.25681199e-04,9.25354648e-13
1018,1.76803760e-03,4.24471904e-04,9.25422180e-13
1019,1.76648388e-03,4.23265231e-04,9.25489535e-13
1020,1.76493325e-03,4.22061174e-04,9.25556714e-13
1021,1.76338571e-03,4.20859730e-04,9.25623715e-13
1022,1.76184126e-03,4.19660891e-04,9.25690541e-13
1023,1.76029987e-03,4.18464653e-04,9.25757191e-13
1024,1.75876155e-03,4.17271010e-04,9.25823665e-13
1025,1.75722630e-03,4.16079957e-04,9.25889963e-13
1026,1.75569410e-03,4.14891488e-04,9.25956087e-13
1027,1.75416495e-03,4.13705597e-04,9.26022036e-13
1028,1.75263884e-03,4.12522280e-04,9.26087810e-13
1029,1.75111577e-03,4.11341531e-04,9.26153410e-13
1030,1.74959573e-03,4.10163344e-04,9.26218837e-13
1031,1.74807871e-03,4.08987714e-04,9.26284089e-13
1032,1.74656470e-03,4.07814636e-04,9.26349169e-13
1033,1.74505371e-03,4.06644104e-04,9.26414075e-13
1034,1.74354572e-03,4.05476114e-04,9.26478809e-13
1035,1.74204073e-03,4.04310659e-04,9.26543370e-13
1036,1.74053873e-03,4.03147734e-04,9.26607759e-13
1037,1.73903972e-03,4.01987334e-04,9.26671977e-13
1038,1.73754369e-03,4.00829454e-04,9.26736022e-13
1039,1.73605063e-03,3.99674088e-04,9.26799897e-13
1040,1.73456053e-03,3.98521231e-04,9.26863600e-13
1041,1.73307340e-03,3.97370878e-04,9.26927133e-13
1042,1.73158922e-03,3.96223023e-04,9.26990496e-13
1043,1.73010798e-03,3.95077662e-04,9.27053688e-13
1044,1.72862969e-03,3.93934789e-04,9.27116711e-13
1045,1.72715434e-03,3.92794398e-04,9.27179564e-13
1046,1.72568191e-03,3.91656485e-04,9.27242248e-13
1047,1.72421241e-03,3.90521044e-04,9.27304763e-13
1048,1.72274582e-03,3.89388071e-04,9.27367109e-13
1049,1.72128215e-03,3.88257559e-04,9.27429287e-13
1050,1.71982138e-03,3.87129504e-04,9.27491297e-13
1051,1.71836350e-03,3.86003900e-04,9.27553139e-13
1052,1.71690852e-03,3.84880743e-04,9.27614814e-13
1053,1.71545643e-03,3.83760028e-04,9.27676321e-13
1054,1.71400722e-03,3.82641748e-04,9.27737661e-13
1055,1.71256088e-03,3.81525899e-04,9.27798835e-13
1056,1.71111741e-03,3.80412477e-04,9.27859843e-13
1057,1.70967681e-03,3.79301475e-04,9.27920684e-13
1058,1.70823905e-03,3.78192888e-04,9.27981360e-13
1059,1.70680415e-03,3.77086713e-04,9.28041870e-13
1060,1.70537210e-03,3.76016697e-04,9.28102215e-13
1061,1.70394288e-03,3.75576415e-04,9.28162395e-13
1062,1.70251650e-03,3.75136958e-04,9.28222411e-13
1063,1.70109294e-03,3.74698326e-04,9.28282262e-13
1064,1.69967220e-03,3.74260516e-04,9.28341949e-13
1065,1.69825427e-03,3.73823528e-04,9.28401472e-13
1066,1.69683916e-03,3.73387358e-04,9.28460832e-13
1067,1.69542685e-03,3.72952006e-04,9.28520028e-13
1068,1.69401733e-03,3.72517470e-04,9.28579062e-13
1069,1.69261061e-03,3.72083748e-04,9.28637933e-13
1070,1.69120667e-03,3.71650838e-04,9.28696642e-13
1071,1.68980551e-03,3.71218740e-04,9.28755188e-13
1072,1.68840712e-03,3.70787450e-04,9.28813573e-13
1073,1.68701150e-03,3.70356968e-04,9.28871796e-13
1074,1.68561865e-03,3.69927292e-04,9.28929858e-13
1075,1.68422855e-03,3.69498419e-04,9.28987760e-13
1076,1.68284120e-03,3.69070349e-04,9.29045500e-13
1077,1.68145659e-03,3.68643081e-04,9.29103080e-13
1078,1.68007472e-03,3.68216611e-04,9.29160500e-13
1079,1.67869559e-03,3.67790938e-04,9.29217760e-13
1080,1.67731918e-03,3.67366062e-04,9.29274861e-13
1081,1.67594550e-03,3.66941980e-04,9.29331802e-13
1082,1.67457453e-03,3.66518690e-04,9.29388584e-13
1083,1.67320627e-03,3.66096192e-04,9.29445208e-13
1084,1.67184072e-03,3.65674482e-04,9.29501673e-13
1085,1.67047786e-03,3.65253561e-04,9.29557980e-13
1086,1.66911770e-03,3.64833425e-04,9.29614129e-13
1087,1.66776022e-03,3.64414074e-04,9.29670121e-13
1088,1.66640543e-03,3.63995506e-04,9.29725955e-13
1089,1.66505331e-03,3.63577719e-04,9.29781632e-13
1090,1.66370387e-03,3.63160712e-04,9.29837152e-13
1091,1.66235708e-03,3.62744482e-04,9.29892516e-13
1092,1.66101296e-03,3.62329029e-04,9.29947724e-13
1093,1.65967149e-03,3.61914351e-04,9.30002776e-13
1094,1.65833268e-03,3.61500446e-04,9.30057672e-13
1095,1.65699650e-03,3.61087313e-04,9.30112413e-13
1096,1.65566296e-03,3.60674950e-04,9.30166999e-13
1097,1.65433205e-03,3.60263355e-04,9.30221429e-13
1098,1.65300377e-03,3.59852527e-04,9.30275706e-13
1099,1.65167811e-03,3.59442464e-04,9.30329828e-13
1100,1.65035506e-03,3.59033165e-04,9.30383796e-13
1101,1.64903462e-03,3.58624629e-04,9.30437610e-13
1102,1.64771679e-03,3.58216852e-04,9.30491271e-13
1103,1.64640156e-03,3.57809835e-04,9.30544778e-13
1104,1.64508892e-03,3.57403575e-04,9.30598133e-13
1105,1.64377886e-03,3.56998071e-04,9.30651335e-13
1106,1.64247139e-03,3.56593322e-04,9.30704385e-13
1107,1.64116650e-03,3.56189325e-04,9.30757282e-13
1108,1.63986418e-03,3.55786079e-04,9.30810028e-13
1109,1.63856442e-03,3.55383583e-04,9.30862622e-13
1110,1.63726723e-03,3.54981835e-04,9.30915065e-13
1111,1.63597259e-03,3.54580834e-04,9.30967357e-13
1112,1.63468050e-03,3.54180578e-04,9.31019498e-13
1113,1.63339096e-03,3.53781065e-04,9.31071489e-13
1114,1.63210395e-03,3.53382294e-04,9.31123330e-13
1115,1.63081948e-03,3.52984264e-04,9.31175020e-13
1116,1.62953754e-03,3.52586973e-04,9.31226561e-13
1117,1.62825812e-03,3.52190419e-04,9.31277953e-13
1118,1.62698122e-03,3.51794601e-04,9.31329195e-13
1119,1.62570684e-03,3.51399517e-04,9.31380289e-13
1120,1.62443496e-03,3.51005166e-04,9.31431234e-13
1121,1.62316558e-03,3.50611547e-04,9.31482031e-13
1122,1.62189870e-03,3.50218657e-04,9.31532679e-13
1123,1.62063431e-03,3.49826496e-04,9.31583180e-13
1124,1.61937241e-03,3.49435061e-04,9.31633533e-13
1125,1.61811299e-03,3.49044352e-04,9.31683739e-13
1126,1.61685605e-03,3.48654367e-04,9.31733799e-13
1127,1.61560158e-03,3.48265104e-04,9.31783711e-13
1128,1.61434957e-03,3.47876562e-04,9.31833477e-13
1129,1.61310003e-03,3.47488739e-04,9.31883097e-13
1130,1.61185294e-03,3.47101635e-04,9.31932571e-13
1131,1.61060830e-03,3.46715246e-04,9.31981899e-13
1132,1.60936610e-03,3.46329573e-04,9.32031082e-13
1133,1.60812635e-03,3.45944613e-04,9.32080119e-13
1134,1.60688903e-03,3.45560365e-04,9.32129012e-13
1135,1.60565415e-03,3.45176828e-04,9.32177760e-13
1136,1.60442168e-03,3.44794000e-04,9.32226364e-13
1137,1.60319164e-03,3.44411879e-04,9.32274824e-13
1138,1.60196401e-03,3.44030465e-04,9.32323140e-13
1139,1.60073879e-03,3.43649756e-04,9.32371312e-13
1140,1.59951598e-03,3.43269749e-04,9.32419342e-13
1141,1.59829556e-03,3.42890445e-04,9.32467228e-13
1142,1.59707754e-03,3.42511841e-04,9.32514971e-13
1143,1.59586191e-03,3.42133935e-04,9.32562572e-13
1144,1.59464867e-03,3.41756728e-04,9.32610031e-13
1145,1.59343780e-03,3.41380216e-04,9.32657348e-13
1146,1.59222931e-03,3.41004399e-04,9.32704523e-13
1147,1.59102319e-03,3.40629276e-04,9.32751556e-13
1148,1.58981944e-03,3.40254844e-04,9.32798448e-13
1149,1.58861804e-03,3.39881102e-04,9.32845200e-13
1150,1.58741900e-03,3.39508049e-04,9.32891811e-13
1151,1.58622231e-03,3.39135684e-04,9.32938281e-13
1152,1.58502796e-03,3.38764005e-04,9.32984611e-13
1153,1.58383595e-03,3.38393011e-04,9.33030801e-13
1154,1.58264628e-03,3.38022700e-04,9.33076852e-13
1155,1.58145894e-03,3.37653071e-04,9.33122763e-13
1156,1.58027393e-03,3.37284122e-04,9.33168535e-13
1157,1.57909123e-03,3.36915853e-04,9.33214168e-13
1158,1.57791085e-03,3.36548261e-04,9.33259663e-13
1159,1.57673278e-03,3.36181345e-04,9.33305019e-13
1160,1.57555702e-03,3.35815105e-04,9.33350237e-13
1161,1.57438356e-03,3.35449537e-04,9.33395318e-13
1162,1.57321240e-03,3.35084642e-04,9.33440260e-13
1163,1.57204352e-03,3.34720418e-04,9.33485066e-13
1164,1.57087694e-03,3.34356863e-04,9.33529734e-13
1165,1.56971263e-03,3.33993976e-04,9.33574265e-13
1166,1.56855061e-03,3.33631756e-04,9.33618660e-13
1167,1.56739085e-03,3.33270201e-04,9.33662919e-13
1168,1.56623337e-03,3.32909310e-04,9.33707041e-13
1169,1.56507814e-03,3.32549081e-04,9.33751028e-13
1170,1.56392518e-03,3.32189514e-04,9.33794879e-13
1171,1.56277447e-03,3.31830606e-04,9.33838595e-13
1172,1.56162600e-03,3.31472357e-04,9.33882176e-13
1173,1.56047979e-03,3.31114765e-04,9.33925622e-13
1174,1.55933581e-03,3.30757829e-04,9.33968933e-13
1175,1.55819406e-03,3.30401547e-04,9.34012110e-13
1176,1.55705455e-03,3.30045918e-04,9.34055153e-13
1177,1.55591726e-03,3.29690940e-04,9.34098062e-13
1178,1.55478219e-03,3.29336614e-04,9.34140838e-13
1179,1.55364934e-03,3.28982936e-04,9.34183481e-13
1180,1.55251870e-03,3.28629906e-04,9.34225990e-13
1181,1.55139027e-03,3.28277522e-04,9.34268366e-13
1182,1.55026404e-03,3.27925783e-04,9.34310610e-13
1183,1.54914001e-03,3.27574688e-04,9.34352722e-13
1184,1.54801817e-03,3.27224236e-04,9.34394702e-13
1185,1.54689851e-03,3.26874424e-04,9.34436550e-13
1186,1.54578105e-03,3.26525252e-04,9.34478266e-13
1187,1.54466576e-03,3.26176719e-04,9.34519851e-13
1188,1.54355265e-03,3.25828823e-04,9.34561305e-13
1189,1.54244170e-03,3.25481562e-04,9.34602628e-13
1190,1.54133293e-03,3.25134936e-04,9.34643820e-13
1191,1.54022631e-03,3.24788944e-04,9.34684883e-13
1192,1.53912185e-03,3.24443583e-04,9.34725815e-13
1193,1.53801954e-03,3.24098853e-04,9.34766617e-13
1194,1.53691939e-03,3.23754752e-04,9.34807290e-13
1195,1.53582137e-03,3.23411279e-04,9.34847833e-13
1196,1.53472549e-03,3.23068433e-04,9.34888247e-13
1197,1.53363175e-03,3.22726212e-04,9.34928533e-13
1198,1.53254014e-03,3.22384616e-04,9.34968690e-13
1199,1.53145065e-03,3.22043642e-04,9.35008718e-13
1200,1.53036328e-03,3.21703290e-04,9.35048618e-13
1201,1.52927803e-03,3.21363559e-04,9.35088391e-13
1202,1.52819489e-03,3.21024446e-04,9.35128035e-13
1203,1.52711386e-03,3.20685951e-04,9.35167553e-13
1204,1.52603494e-03,3.20348073e-04,9.35206943e-13
1205,1.52495811e-03,3.20010810e-04,9.35246206e-13
1206,1.52388338e-03,3.19674161e-04,9.35285343e-13
1207,1.52281073e-03,3.19338125e-04,9.35324353e-13
1208,1.52174018e-03,3.19002700e-04,9.35363237e-13
1209,1.52067170e-03,3.18667885e-04,9.35401996e-13
1210,1.51960530e-03,3.18333679e-04,9.35440628e-13
1211,1.51854097e-03,3.18000081e-04,9.35479135e-13
1212,1.51747872e-03,3.17667090e-04,9.35517517e-13
1213,1.51641852e-03,3.17334704e-04,9.35555773e-13
1214,1.51536039e-03,3.17002921e-04,9.35593905e-13
1215,1.51430431e-03,3.16671742e-04,9.35631913e-13
1216,1.51325028e-03,3.16341164e-04,9.35669796e-13
1217,1.51219830e-03,3.16011186e-04,9.35707555e-13
1218,1.51114837e-03,3.15681807e-04,9.35745190e-13
1219,1.51010047e-03,3.15353026e-04,9.35782702e-13
1220,1.50905460e-03,3.15024842e-04,9.35820091e-13
1221,1.50801077e-03,3.14697253e-04,9.35857356e-13
1222,1.50696896e-03,3.14370258e-04,9.35894499e-13
1223,1.50592917e-03,3.14043856e-04,9.35931519e-13
1224,1.50489140e-03,3.13718045e-04,9.35968416e-13
1225,1.50385564e-03,3.13392825e-04,9.36005191e-13
1226,1.50282189e-03,3.13068195e-04,9.36041845e-13
1227,1.50179015e-03,3.12744152e-04,9.36078377e-13
1228,1.50076040e-03,3.12420697e-04,9.36114787e-13
1229,1.49973265e-03,3.12097827e-04,9.36151076e-13
1230,1.49870690e-03,3.11775541e-04,9.36187245e-13
1231,1.49768313e-03,3.11453839e-04,9.36223292e-13
1232,1.49666135e-03,3.11132719e-04,9.36259219e-13
1233,1.49564154e-03,3.10812179e-04,9.36295026e-13
1234,1.49462372e-03,3.10492220e-04,9.36330712e-13
1235,1.49360786e-03,3.10172839e-04,9.36366279e-13
1236,1.49259397e-03,3.09854035e-04,9.36401726e-13
1237,1.49158204e-03,3.09535807e-04,9.36437054e-13
1238,1.49057208e-03,3.09218154e-04,9.36472263e-13
1239,1.48956406e-03,3.08901075e-04,9.36507353e-13
1240,1.48855800e-03,3.08584568e-04,9.36542324e-13
1241,1.48755389e-03,3.08268633e-04,9.36577177e-13
1242,1.48655172e-03,3.07953268e-04,9.36611912e-13
1243,1.48555148e-03,3.07638473e-04,9.36646529e-13
1244,1.48455318e-03,3.07324245e-04,9.36681028e-13
1245,1.48355682e-03,3.07010584e-04,9.36715409e-13
1246,1.48256238e-03,3.06697488e-04,9.36749673e-13
1247,1.48156986e-03,3.06384957e-04,9.36783820e-13
1248,1.48057926e-03,3.06072989e-04,9.36817851e-13
1249,1.47959057e-03,3.05761583e-04,9.36851764e-13
1250,1.47860380e-03,3.05450738e-04,9.36885562e-13
1251,1.47761893e-03,3.05140453e-04,9.36919243e-13
1252,1.47663597e-03,3.04830727e-04,9.36952808e-13
1253,1.47565490e-03,3.04521558e-04,9.36986258e-13
1254,1.47467573e-03,3.04212945e-04,9.37019592e-13
1255,1.47369845e-03,3.03904888e-04,9.37052811e-13
1256,1.47272306e-03,3.03597384e-04,9.37085915e-13
1257,1.47174955e-03,3.03290434e-04,9.37118904e-13
1258,1.47077792e-03,3.02984036e-04,9.37151779e-13
1259,1.46980816e-03,3.02678188e-04,9.37184539e-13
1260,1.46884027e-03,3.02372890e-04,9.37217185e-13
1261,1.46787426e-03,3.02068140e-04,9.37249718e-13
1262,1.46691010e-03,3.01763937e-04,9.37282136e-13
1263,1.46594781e-03,3.01460281e-04,9.37314441e-13
1264,1.46498737e-03,3.01157170e-04,9.37346633e-13
1265,1.46402878e-03,3.00854603e-04,9.37378712e-13
1266,1.46307204e-03,3.00552578e-04,9.37410679e-13
1267,1.46211715e-03,3.00251095e-04,9.37442532e-13
1268,1.46116409e-03,2.99950153e-04,9.37474274e-13
1269,1.46021288e-03,2.99649751e-04,9.37505903e-13
1270,1.45926349e-03,2.99349887e-04,9.37537420e-13
1271,1.45831593e-03,2.99050560e-04,9.37568826e-13
1272,1.45737020e-03,2.98751769e-04,9.37600120e-13
1273,1.45642629e-03,2.98453514e-04,9.37631303e-13
1274,1.45548420e-03,2.98155792e-04,9.37662375e-13
1275,1.45454392e-03,2.97858603e-04,9.37693336e-13
1276,1.45360545e-03,2.97561947e-04,9.37724187e-13
1277,1.45266879e-03,2.97265821e-04,9.37754927e-13
1278,1.45173393e-03,2.96970224e-04,9.37785557e-13
1279,1.45080086e-03,2.96675156e-04,9.37816078e-13
1280,1.44986960e-03,2.96380616e-04,9.37846488e-13
1281,1.44894012e-03,2.96086602e-04,9.37876789e-13
1282,1.44801243e-03,2.95793113e-04,9.37906981e-13
1283,1.44708652e-03,2.95500149e-04,9.37937064e-13
1284,1.44616240e-03,2.95207708e-04,9.37967038e-13
1285,1.44524005e-03,2.94915789e-04,9.37996903e-13
1286,1.44431947e-03,2.94624391e-04,9.38026660e-13
1287,1.44340066e-03,2.94333513e-04,9.38056309e-13
1288,1.44248362e-03,2.94043154e-04,9.38085850e-13
1289,1.44156834e-03,2.93753312e-04,9.38115283e-13
1290,1.44065482e-03,2.93463988e-04,9.38144608e-13
1291,1.43974305e-03,2.93175179e-04,9.38173827e-13
1292,1.43883303e-03,2.92886885e-04,9.38202938e-13
1293,1.43792476e-03,2.92599105e-04,9.38231942e-13
1294,1.43701823e-03,2.92311837e-04,9.38260839e-13
1295,1.43611344e-03,2.92025080e-04,9.38289631e-13
1296,1.43521039e-03,2.91738834e-04,9.38318315e-13
1297,1.43430907e-03,2.91453098e-04,9.38346894e-13
1298,1.43340947e-03,2.91167870e-04,9.38375367e-13
1299,1.43251161e-03,2.90883149e-04,9.38403734e-13
1300,1.43161546e-03,2.90598935e-04,9.38431996e-13
1301,1.43072103e-03,2.90315226e-04,9.38460153e-13
1302,1.42982832e-03,2.90032021e-04,9.38488205e-13
1303,1.42893732e-03,2.89749319e-04,9.38516152e-13
1304,1.42804803e-03,2.89467120e-04,9.38543994e-13
1305,1.42716044e-03,2.89185421e-04,9.38571732e-13
1306,1.42627455e-03,2.88904223e-04,9.38599366e-13
1307,1.42539035e-03,2.88623524e-04,9.38626896e-13
1308,1.42450785e-03,2.88343323e-04,9.38654322e-13
1309,1.42362704e-03,2.88063619e-04,9.38681645e-13
1310,1.42274792e-03,2.87784412e-04,9.38708864e-13
1311,1.42187047e-03,2.87505699e-04,9.38735981e-13
1312,1.42099471e-03,2.87227480e-04,9.38762994e-13
1313,1.42012062e-03,2.86949754e-04,9.38789905e-13
1314,1.41924821e-03,2.86672520e-04,9.38816713e-13
1315,1.41837746e-03,2.86395778e-04,9.38843419e-13
1316,1.41750838e-03,2.86119525e-04,9.38870023e-13
1317,1.41664096e-03,2.85843761e-04,9.38896525e-13
1318,1.41577520e-03,2.85568486e-04,9.38922925e-13
1319,1.41491110e-03,2.85293697e-04,9.38949224e-13
1320,1.41404864e-03,2.85019394e-04,9.38975422e-13
1321,1.41318784e-03,2.84745576e-04,9.39001518e-13
1322,1.41232867e-03,2.84472243e-04,9.39027514e-13
1323,1.41147115e-03,2.84199392e-04,9.39053409e-13
1324,1.41061527e-03,2.83927024e-04,9.39079204e-13
1325,1.40976102e-03,2.83655136e-04,9.39104899e-13
1326,1.40890840e-03,2.83383729e-04,9.39130493e-13
1327,1.40805741e-03,2.83112800e-04,9.39155988e-13
1328,1.40720805e-03,2.82842350e-04,9.39181383e-13
1329,1.40636030e-03,2.82572377e-04,9.39206678e-13
1330,1.40551417e-03,2.82302880e-04,9.39231875e-13
1331,1.40466966e-03,2.82033859e-04,9.39256972e-13
1332,1.40382676e-03,2.81765311e-04,9.39281971e-13
1333,1.40298546e-03,2.81497237e-04,9.39306871e-13
1334,1.40214577e-03,2.81229635e-04,9.39331672e-13
1335,1.40130768e-03,2.80962504e-04,9.39356376e-13
1336,1.40047118e-03,2.80695844e-04,9.39380981e-13
1337,1.39963629e-03,2.80429653e-04,9.39405489e-13
1338,1.39880298e-03,2.80163931e-04,9.39429899e-13
1339,1.39797126e-03,2.79898676e-04,9.39454211e-13
1340,1.39714112e-03,2.79633888e-04,9.39478426e-13
1341,1.39631256e-03,2.79369565e-04,9.39502545e-13
1342,1.39548558e-03,2.79105707e-04,9.39526566e-13
1343,1.39466018e-03,2.78842313e-04,9.39550491e-13
1344,1.39383635e-03,2.78579381e-04,9.39574319e-13
1345,1.39301408e-03,2.78316911e-04,9.39598052e-13
1346,1.39219338e-03,2.78054902e-04,9.39621688e-13
1347,1.39137424e-03,2.77793353e-04,9.39645228e-13
1348,1.39055666e-03,2.77532263e-04,9.39668673e-13
1349,1.38974063e-03,2.77271631e-04,9.39692022e-13
1350,1.38892616e-03,2.77011456e-04,9.39715276e-13
1351,1.38811323e-03,2.76751737e-04,9.39738435e-13
1352,1.38730185e-03,2.76492473e-04,9.39761500e-13
1353,1.38649201e-03,2.76233664e-04,9.39784469e-13
1354,1.38568371e-03,2.75975308e-04,9.39807344e-13
1355,1.38487694e-03,2.75717404e-04,9.39830125e-13
1356,1.38407171e-03,2.75459952e-04,9.39852811e-13
1357,1.38326801e-03,2.75202951e-04,9.39875404e-13
1358,1.38246583e-03,2.74946400e-04,9.39897903e-13
1359,1.38166518e-03,2.74690297e-04,9.39920309e-13
1360,1.38086604e-03,2.74434642e-04,9.39942621e-13
1361,1.38005255e-03,2.74172298e-04,9.39964841e-13
1362,1.37910801e-03,2.73850787e-04,9.39986966e-13
1363,1.37939563e-03,2.73620402e-04,9.41264932e-13
1364,1.38178850e-03,2.73653514e-04,9.44397482e-13
1365,1.38610350e-03,2.73925465e-04,9.49229146e-13
1366,1.39217915e-03,2.74414001e-04,9.55624163e-13
1367,1.39987267e-03,2.75099028e-04,9.63463671e-13
1368,1.40905762e-03,2.75962400e-04,9.72643356e-13
1369,1.41962179e-03,2.76987718e-04,9.83071459e-13
1370,1.43146545e-03,2.78160157e-04,9.94667104e-13
1371,1.44449983e-03,2.79466309e-04,1.00735888e-12
1372,1.45864579e-03,2.80894042e-04,1.02108361e-12
1373,1.47383269e-03,2.82432369e-04,1.03578536e-12
1374,1.48999744e-03,2.84071341e-04,1.05141452e-12
1375,1.50708358e-03,2.85801938e-04,1.06792705e-12
1376,1.52504061e-03,2.87615982e-04,1.08528384e-12
1377,1.54382329e-03,2.89506049e-04,1.10345013e-12
1378,1.56339108e-03,2.91465398e-04,1.12239504e-12
1379,1.58370765e-03,2.93487905e-04,1.14209109e-12
1380,1.60474041e-03,2.95567997e-04,1.16251390e-12
1381,1.62646015e-03,2.97700605e-04,1.18364179e-12
1382,1.64884066e-03,2.99881109e-04,1.20545554e-12
1383,1.67185847e-03,3.02105296e-04,1.22793812e-12
1384,1.69549250e-03,3.04369321e-04,1.25107445e-12
1385,1.71972389e-03,3.06669671e-04,1.27485120e-12
1386,1.74453574e-03,3.09003129e-04,1.29925666e-12
1387,1.76991292e-03,3.11366751e-04,1.32428050e-12
1388,1.79584188e-03,3.13757835e-04,1.34991369e-12
1389,1.82231054e-03,3.16173898e-04,1.37614834e-12
1390,1.84930808e-03,3.18612655e-04,1.40297762e-12
1391,1.87682486e-03,3.21072002e-04,1.43039558e-12
1392,1.90485230e-03,3.23549992e-04,1.45839716e-12
1393,1.93338273e-03,3.26044827e-04,1.48697802e-12
1394,1.96240935e-03,3.28554838e-04,1.51613449e-12
1395,1.99192612e-03,3.31078476e-04,1.54586351e-12
1396,2.02192766e-03,3.33614296e-04,1.57616255e-12
1397,2.05240922e-03,3.36160951e-04,1.60702958e-12
1398,2.08336659e-03,3.38717182e-04,1.63846296e-12
1399,2.11479603e-03,3.41281804e-04,1.67046145e-12
1400,2.14669425e-03,3.43853705e-04,1.70302413e-12
1401,2.17905833e-03,3.46431837e-04,1.73615037e-12
1402,2.21188567e-03,3.49015209e-04,1.76983978e-12
1403,2.24517399e-03,3.51602879e-04,1.80409220e-12
1404,2.27892125e-03,3.54193954e-04,1.83890763e-12
1405,2.31312563e-03,3.56787582e-04,1.87428624e-12
1406,2.34778550e-03,3.59382950e-04,1.91022832e-12
1407,2.38289938e-03,3.61979276e-04,1.94673424e-12
1408,2.41846593e-03,3.64575812e-04,1.98380445e-12
1409,2.45448392e-03,3.67171836e-04,2.02143947e-12
1410,2.49095219e-03,3.69766651e-04,2.05963981e-12
1411,2.52786965e-03,3.72359583e-04,2.09840602e-12
1412,2.56523525e-03,3.74949978e-04,2.13773863e-12
1413,2.60304795e-03,3.77537201e-04,2.17763815e-12
1414,2.64130674e-03,3.80120634e-04,2.21810502e-12
1415,2.68001058e-03,3.82699675e-04,2.25913966e-12
1416,2.71915843e-03,3.85273733e-04,2.30074239e-12
1417,2.75874918e-03,3.87842232e-04,2.34291347e-12
1418,2.79878169e-03,3.90404608e-04,2.38565303e-12
1419,2.83925477e-03,3.92960307e-04,2.42896113e-12
1420,2.88016713e-03,3.95508785e-04,2.47283767e-12
1421,2.92151741e-03,3.98049506e-04,2.51728245e-12
1422,2.96330418e-03,4.00581944e-04,2.56229511e-12
1423,3.00552586e-03,4.03105581e-04,2.60787516e-12
1424,3.04818082e-03,4.05619906e-04,2.65402193e-12
1425,3.09126726e-03,4.08124414e-04,2.70073459e-12
1426,3.13478330e-03,4.10618610e-04,2.74801214e-12
1427,3.17872691e-03,4.13102001e-04,2.79585340e-12
1428,3.22309591e-03,4.15574104e-04,2.84425700e-12
1429,3.26788802e-03,4.18034441e-04,2.89322137e-12
1430,3.31310077e-03,4.20482540e-04,2.94274474e-12
1431,3.35873156e-03,4.22917933e-04,2.99282514e-12
1432,3.40477764e-03,4.25340161e-04,3.04346038e-12
1433,3.45123608e-03,4.27748767e-04,3.09464805e-12
1434,3.49810381e-03,4.30143304e-04,3.14638553e-12
1435,3.54537758e-03,4.32523328e-04,3.19866997e-12
1436,3.59305396e-03,4.34888400e-04,3.25149828e-12
1437,3.64112936e-03,4.37238090e-04,3.30486715e-12
1438,3.68960002e-03,4.39571970e-04,3.35877303e-12
1439,3.73846198e-03,4.41889621e-04,3.41321213e-12
1440,3.78771112e-03,4.44190630e-04,3.46818040e-12
1441,3.83734313e-03,4.46474587e-04,3.52367357e-12
1442,3.88735352e-03,4.48741092e-04,3.57968712e-12
1443,3.93773762e-03,4.50989750e-04,3.63621625e-12
1444,3.98849055e-03,4.53220171e-04,3.69325596e-12
1445,4.03960728e-03,4.55431974e-04,3.75080095e-12
