step,res_total,res_max,dt
1992,6.32855955e-03,3.71062696e-04,6.63282019e-12
1993,6.32338673e-03,3.70764406e-04,6.62732363e-12
1994,6.31822226e-03,3.70466512e-04,6.62183611e-12
1995,6.31306609e-03,3.70169013e-04,6.61635757e-12
1996,6.30791821e-03,3.69871906e-04,6.61088800e-12
1997,6.30277859e-03,3.69575193e-04,6.60542736e-12
1998,6.29764719e-03,3.69278871e-04,6.59997562e-12
1999,6.29252400e-03,3.68982940e-04,6.59453274e-12
2000,6.28740897e-03,3.68687399e-04,6.58909871e-12
2001,6.28230209e-03,3.68392247e-04,6.58367348e-12
2002,6.27720333e-03,3.68097484e-04,6.57825703e-12
2003,6.27211265e-03,3.67803107e-04,6.57284932e-12
2004,6.26703004e-03,3.67509118e-04,6.56745033e-12
2005,6.26195546e-03,3.67215513e-04,6.56206003e-12
2006,6.25688888e-03,3.66922294e-04,6.55667838e-12
2007,6.25183029e-03,3.66629458e-04,6.55130537e-12
2008,6.24677965e-03,3.66337006e-04,6.54594095e-12
2009,6.24173693e-03,3.66044936e-04,6.54058509e-12
2010,6.23670212e-03,3.65753247e-04,6.53523778e-12
2011,6.23167518e-03,3.65461938e-04,6.52989898e-12
2012,6.22665609e-03,3.65171009e-04,6.52456866e-12
2013,6.22164482e-03,3.64880459e-04,6.51924680e-12
2014,6.21664134e-03,3.64590287e-04,6.51393336e-12
2015,6.21164564e-03,3.64300492e-04,6.50862832e-12
2016,6.20665768e-03,3.64011073e-04,6.50333165e-12
2017,6.20167744e-03,3.63722030e-04,6.49804332e-12
2018,6.19670490e-03,3.63433361e-04,6.49276330e-12
2019,6.19174002e-03,3.63145067e-04,6.48749157e-12
2020,6.18678279e-03,3.62857145e-04,6.48222810e-12
2021,6.18183318e-03,3.62569595e-04,6.47697286e-12
2022,6.17689116e-03,3.62282417e-04,6.47172582e-12
2023,6.17195671e-03,3.61995610e-04,6.46648696e-12
2024,6.16702981e-03,3.61709172e-04,6.46125626e-12
2025,6.16211042e-03,3.61423103e-04,6.45603367e-12
2026,6.15719854e-03,3.61137403e-04,6.45081919e-12
2027,6.15229413e-03,3.60852069e-04,6.44561277e-12
2028,6.14739717e-03,3.60567103e-04,6.44041440e-12
2029,6.14250763e-03,3.60282502e-04,6.43522405e-12
2030,6.13762550e-03,3.59998266e-04,6.43004169e-12
2031,6.13275075e-03,3.59714395e-04,6.42486731e-12
2032,6.12788335e-03,3.59430887e-04,6.41970086e-12
2033,6.12302328e-03,3.59147741e-04,6.41454233e-12
2034,6.11817052e-03,3.58864958e-04,6.40939169e-12
2035,6.11332505e-03,3.58582535e-04,6.40424891e-12
2036,6.10848684e-03,3.58300474e-04,6.39911398e-12
2037,6.10365587e-03,3.58018771e-04,6.39398686e-12
2038,6.09883212e-03,3.57737428e-04,6.38886754e-12
2039,6.09401556e-03,3.57456442e-04,6.38375598e-12
2040,6.08920618e-03,3.57175814e-04,6.37865217e-12
2041,6.08440395e-03,3.56895543e-04,6.37355607e-12
2042,6.07960885e-03,3.56615627e-04,6.36846766e-12
2043,6.07482085e-03,3.56336067e-04,6.36338693e-12
2044,6.07003994e-03,3.56056861e-04,6.35831384e-12
2045,6.06526610e-03,3.55778008e-04,6.35324837e-12
2046,6.06049929e-03,3.55499508e-04,6.34819050e-12
2047,6.05573951e-03,3.55221361e-04,6.34314021e-12
2048,6.05098672e-03,3.54943564e-04,6.33809747e-12
2049,6.04624091e-03,3.54666119e-04,6.33306225e-12
2050,6.04150206e-03,3.54389023e-04,6.32803454e-12
2051,6.03677015e-03,3.54112277e-04,6.32301431e-12
2052,6.03204515e-03,3.53835879e-04,6.31800154e-12
2053,6.02732704e-03,3.53559828e-04,6.31299621e-12
2054,6.02261580e-03,3.53284125e-04,6.30799829e-12
2055,6.01791142e-03,3.53008768e-04,6.30300776e-12
2056,6.01321387e-03,3.52733757e-04,6.29802460e-12
2057,6.00852313e-03,3.52459091e-04,6.29304879e-12
2058,6.00383918e-03,3.52184769e-04,6.28808030e-12
2059,5.99916201e-03,3.51910790e-04,6.28311911e-12
2060,5.99449158e-03,3.51637154e-04,6.27816520e-12
2061,5.98982789e-03,3.51363860e-04,6.27321855e-12
2062,5.98517091e-03,3.51090908e-04,6.26827913e-12
2063,5.98052062e-03,3.50818296e-04,6.26334693e-12
2064,5.97587700e-03,3.50546025e-04,6.25842192e-12
2065,5.97124003e-03,3.50274092e-04,6.25350409e-12
2066,5.96660970e-03,3.50002499e-04,6.24859340e-12
2067,5.96198598e-03,3.49731243e-04,6.24368985e-12
2068,5.95736886e-03,3.49460324e-04,6.23879340e-12
2069,5.95275831e-03,3.49189742e-04,6.23390404e-12
2070,5.94815431e-03,3.48919496e-04,6.22902175e-12
2071,5.94355686e-03,3.48649585e-04,6.22414650e-12
2072,5.93896592e-03,3.48380009e-04,6.21927828e-12
2073,5.93438148e-03,3.48110767e-04,6.21441706e-12
2074,5.92980353e-03,3.47841858e-04,6.20956283e-12
2075,5.92523204e-03,3.47573281e-04,6.20471556e-12
2076,5.92066699e-03,3.47305036e-04,6.19987523e-12
2077,5.91610837e-03,3.47037123e-04,6.19504183e-12
2078,5.91155615e-03,3.46769540e-04,6.19021533e-12
2079,5.90701035e-03,3.46502287e-04,6.18539572e-12
2080,5.90247093e-03,3.46235363e-04,6.18058297e-12
2081,5.89793786e-03,3.45968768e-04,6.17577706e-12
2082,5.89341113e-03,3.45702500e-04,6.17097798e-12
2083,5.88889071e-03,3.45436560e-04,6.16618571e-12
2084,5.88437660e-03,3.45170947e-04,6.16140022e-12
2085,5.87986877e-03,3.44905660e-04,6.15662150e-12
2086,5.87536720e-03,3.44640698e-04,6.15184953e-12
2087,5.87087188e-03,3.44376061e-04,6.14708428e-12
2088,5.86638279e-03,3.44111748e-04,6.14232574e-12
2089,5.86189991e-03,3.43847758e-04,6.13757390e-12
2090,5.85742323e-03,3.43584091e-04,6.13282872e-12
2091,5.85295272e-03,3.43320747e-04,6.12809020e-12
2092,5.84848838e-03,3.43057724e-04,6.12335832e-12
2093,5.84403019e-03,3.42795022e-04,6.11863305e-12
2094,5.83957812e-03,3.42532640e-04,6.11391438e-12
2095,5.83513216e-03,3.42270578e-04,6.10920228e-12
2096,5.83069230e-03,3.42008835e-04,6.10449675e-12
2097,5.82625851e-03,3.41747411e-04,6.09979776e-12
2098,5.82183079e-03,3.41486304e-04,6.09510530e-12
2099,5.81740911e-03,3.41225515e-04,6.09041934e-12
2100,5.81299346e-03,3.40965042e-04,6.08573988e-12
2101,5.80858382e-03,3.40704885e-04,6.08106688e-12
2102,5.80418018e-03,3.40445044e-04,6.07640034e-12
2103,5.79978252e-03,3.40185517e-04,6.07174023e-12
2104,5.79539082e-03,3.39926305e-04,6.06708654e-12
2105,5.79100507e-03,3.39667406e-04,6.06243926e-12
2106,5.78662525e-03,3.39408820e-04,6.05779836e-12
2107,5.78225135e-03,3.39150547e-04,6.05316382e-12
2108,5.77788335e-03,3.38892585e-04,6.04853563e-12
2109,5.77352124e-03,3.38634935e-04,6.04391378e-12
2110,5.76916499e-03,3.38377595e-04,6.03929824e-12
2111,5.76481460e-03,3.38120565e-04,6.03468900e-12
2112,5.76047005e-03,3.37863845e-04,6.03008604e-12
2113,5.75613132e-03,3.37607434e-04,6.02548934e-12
2114,5.75179839e-03,3.37351330e-04,6.02089889e-12
2115,5.74747127e-03,3.37095535e-04,6.01631468e-12
2116,5.74314991e-03,3.36840046e-04,6.01173668e-12
2117,5.73883433e-03,3.36584865e-04,6.00716487e-12
2118,5.73452449e-03,3.36329989e-04,6.00259925e-12
2119,5.73022038e-03,3.36075418e-04,5.99803980e-12
2120,5.72592199e-03,3.35821152e-04,5.99348649e-12
2121,5.72162930e-03,3.35567191e-04,5.98893932e-12
2122,5.71734230e-03,3.35313533e-04,5.98439826e-12
2123,5.71306098e-03,3.35060178e-04,5.97986331e-12
2124,5.70878531e-03,3.34807126e-04,5.97533444e-12
2125,5.70451529e-03,3.34554376e-04,5.97081165e-12
2126,5.70025090e-03,3.34301927e-04,5.96629490e-12
2127,5.69599212e-03,3.34049779e-04,5.96178419e-12
2128,5.69173895e-03,3.33797931e-04,5.95727951e-12
2129,5.68749137e-03,3.33546383e-04,5.95278083e-12
2130,5.68324935e-03,3.33295135e-04,5.94828815e-12
2131,5.67901290e-03,3.33044184e-04,5.94380144e-12
2132,5.67478199e-03,3.32793532e-04,5.93932069e-12
2133,5.67055662e-03,3.32543178e-04,5.93484589e-12
2134,5.66633676e-03,3.32293120e-04,5.93037702e-12
2135,5.66212240e-03,3.32043359e-04,5.92591406e-12
2136,5.65791354e-03,3.31793894e-04,5.92145701e-12
2137,5.65371015e-03,3.31544724e-04,5.91700584e-12
2138,5.64951222e-03,3.31295848e-04,5.91256054e-12
2139,5.64531974e-03,3.31047267e-04,5.90812109e-12
2140,5.64113270e-03,3.30798980e-04,5.90368749e-12
2141,5.63695108e-03,3.30550986e-04,5.89925972e-12
2142,5.63277487e-03,3.30303285e-04,5.89483775e-12
2143,5.62860405e-03,3.30055876e-04,5.89042158e-12
2144,5.62443861e-03,3.29808758e-04,5.88601120e-12
2145,5.62027854e-03,3.29561931e-04,5.88160658e-12
2146,5.61612383e-03,3.29315395e-04,5.87720772e-12
2147,5.61197446e-03,3.29069149e-04,5.87281459e-12
2148,5.60783042e-03,3.28823192e-04,5.86842719e-12
2149,5.60369170e-03,3.28577524e-04,5.86404551e-12
2150,5.59955828e-03,3.28332145e-04,5.85966952e-12
2151,5.59543015e-03,3.28087054e-04,5.85529921e-12
2152,5.59130730e-03,3.27842250e-04,5.85093457e-12
2153,5.58718971e-03,3.27597733e-04,5.84657559e-12
2154,5.58307738e-03,3.27353502e-04,5.84222225e-12
2155,5.57897029e-03,3.27109557e-04,5.83787453e-12
2156,5.57486842e-03,3.26865897e-04,5.83353243e-12
2157,5.57077177e-03,3.26622522e-04,5.82919593e-12
2158,5.56668032e-03,3.26379432e-04,5.82486502e-12
2159,5.56259405e-03,3.26136625e-04,5.82053968e-12
2160,5.55851297e-03,3.25894102e-04,5.81621989e-12
2161,5.55443705e-03,3.25651861e-04,5.81190566e-12
2162,5.55036629e-03,3.25409903e-04,5.80759696e-12
2163,5.54630066e-03,3.25168226e-04,5.80329377e-12
2164,5.54224017e-03,3.24926831e-04,5.79899610e-12
2165,5.53818478e-03,3.24685716e-04,5.79470391e-12
2166,5.53413451e-03,3.24444882e-04,5.79041721e-12
2167,5.53008933e-03,3.24204327e-04,5.78613597e-12
2168,5.52604922e-03,3.23964052e-04,5.78186019e-12
2169,5.52201419e-03,3.23724056e-04,5.77758985e-12
2170,5.51798421e-03,3.23484338e-04,5.77332493e-12
2171,5.51395928e-03,3.23244897e-04,5.76906544e-12
2172,5.50993938e-03,3.23005734e-04,5.76481134e-12
2173,5.50592450e-03,3.22766848e-04,5.76056263e-12
2174,5.50191463e-03,3.22528239e-04,5.75631930e-12
2175,5.49790976e-03,3.22289905e-04,5.75208134e-12
2176,5.49390988e-03,3.22051846e-04,5.74784872e-12
2177,5.48991497e-03,3.21814063e-04,5.74362145e-12
2178,5.48592503e-03,3.21576553e-04,5.73939950e-12
2179,5.48194004e-03,3.21339318e-04,5.73518287e-12
2180,5.47795999e-03,3.21102356e-04,5.73097154e-12
2181,5.47398487e-03,3.20865667e-04,5.72676549e-12
2182,5.47001467e-03,3.20629251e-04,5.72256473e-12
2183,5.46604937e-03,3.20393107e-04,5.71836923e-12
2184,5.46208897e-03,3.20157234e-04,5.71417899e-12
2185,5.45813346e-03,3.19921633e-04,5.70999398e-12
2186,5.45418282e-03,3.19686302e-04,5.70581420e-12
2187,5.45023705e-03,3.19451241e-04,5.70163965e-12
2188,5.44629613e-03,3.19216450e-04,5.69747029e-12
2189,5.44236005e-03,3.18981928e-04,5.69330613e-12
2190,5.43842879e-03,3.18747674e-04,5.68914715e-12
2191,5.43450236e-03,3.18513690e-04,5.68499334e-12
2192,5.43058074e-03,3.18279972e-04,5.68084469e-12
2193,5.42666392e-03,3.18046523e-04,5.67670119e-12
2194,5.42275188e-03,3.17813340e-04,5.67256282e-12
2195,5.41884462e-03,3.17580424e-04,5.66842957e-12
2196,5.41494212e-03,3.17347773e-04,5.66430143e-12
2197,5.41104439e-03,3.17115389e-04,5.66017839e-12
2198,5.40715139e-03,3.16883269e-04,5.65606045e-12
2199,5.40326313e-03,3.16651414e-04,5.65194758e-12
2200,5.39937960e-03,3.16419823e-04,5.64783977e-12
2201,5.39550078e-03,3.16188496e-04,5.64373702e-12
2202,5.39162666e-03,3.15957432e-04,5.63963931e-12
2203,5.38775724e-03,3.15726631e-04,5.63554663e-12
2204,5.38389249e-03,3.15496092e-04,5.63145898e-12
2205,5.38003242e-03,3.15265815e-04,5.62737633e-12
2206,5.37617702e-03,3.15035800e-04,5.62329868e-12
2207,5.37232626e-03,3.14806046e-04,5.61922602e-12
2208,5.36848015e-03,3.14576552e-04,5.61515834e-12
2209,5.36463867e-03,3.14347319e-04,5.61109562e-12
2210,5.36080181e-03,3.14118345e-04,5.60703786e-12
2211,5.35696957e-03,3.13889631e-04,5.60298504e-12
2212,5.35314193e-03,3.13661175e-04,5.59893715e-12
2213,5.34931887e-03,3.13432978e-04,5.59489418e-12
2214,5.34550041e-03,3.13205039e-04,5.59085613e-12
2215,5.34168651e-03,3.12977357e-04,5.58682298e-12
2216,5.33787718e-03,3.12749933e-04,5.58279471e-12
2217,5.33407240e-03,3.12522765e-04,5.57877133e-12
2218,5.33027216e-03,3.12295854e-04,5.57475282e-12
2219,5.32647646e-03,3.12069198e-04,5.57073916e-12
2220,5.32268528e-03,3.11842797e-04,5.56673035e-12
2221,5.31889861e-03,3.11616652e-04,5.56272638e-12
2222,5.31511645e-03,3.11390761e-04,5.55872724e-12
2223,5.31133879e-03,3.11165125e-04,5.55473291e-12
2224,5.30756561e-03,3.10939742e-04,5.55074339e-12
2225,5.30379691e-03,3.10714612e-04,5.54675867e-12
2226,5.30003268e-03,3.10489735e-04,5.54277873e-12
2227,5.29627290e-03,3.10265110e-04,5.53880356e-12
2228,5.29251757e-03,3.10040738e-04,5.53483317e-12
2229,5.28876668e-03,3.09816617e-04,5.53086753e-12
2230,5.28502022e-03,3.09592747e-04,5.52690663e-12
2231,5.28127818e-03,3.09369129e-04,5.52295047e-12
2232,5.27754056e-03,3.09145760e-04,5.51899903e-12
2233,5.27380733e-03,3.08922641e-04,5.51505231e-12
2234,5.27007850e-03,3.08699772e-04,5.51111030e-12
2235,5.26635405e-03,3.08477152e-04,5.50717298e-12
2236,5.26263398e-03,3.08254781e-04,5.50324034e-12
2237,5.25891827e-03,3.08032658e-04,5.49931239e-12
2238,5.25520692e-03,3.07810783e-04,5.49538910e-12
2239,5.25149992e-03,3.07589155e-04,5.49147046e-12
2240,5.24779725e-03,3.07367774e-04,5.48755647e-12
2241,5.24409892e-03,3.07146640e-04,5.48364712e-12
2242,5.24040491e-03,3.06925753e-04,5.47974240e-12
2243,5.23671521e-03,3.06705111e-04,5.47584229e-12
2244,5.23302982e-03,3.06484714e-04,5.47194679e-12
2245,5.22934872e-03,3.06264563e-04,5.46805590e-12
2246,5.22567190e-03,3.06044656e-04,5.46416959e-12
2247,5.22199937e-03,3.05824994e-04,5.46028786e-12
2248,5.21833110e-03,3.05605575e-04,5.45641070e-12
2249,5.21466709e-03,3.05386400e-04,5.45253810e-12
2250,5.21100734e-03,3.05167468e-04,5.44867006e-12
2251,5.20735182e-03,3.04948779e-04,5.44480655e-12
2252,5.20370055e-03,3.04730332e-04,5.44094758e-12
2253,5.20005349e-03,3.04512126e-04,5.43709314e-12
2254,5.19641066e-03,3.04294163e-04,5.43324321e-12
2255,5.19277204e-03,3.04076440e-04,5.42939778e-12
2256,5.18913761e-03,3.03858958e-04,5.42555685e-12
2257,5.18550738e-03,3.03641716e-04,5.42172041e-12
2258,5.18188133e-03,3.03424715e-04,5.41788845e-12
2259,5.17825946e-03,3.03207952e-04,5.41406095e-12
2260,5.17464176e-03,3.02991429e-04,5.41023792e-12
2261,5.17102822e-03,3.02775145e-04,5.40641934e-12
2262,5.16741882e-03,3.02559099e-04,5.40260520e-12
2263,5.16381357e-03,3.02343292e-04,5.39879549e-12
2264,5.16021246e-03,3.02127721e-04,5.39499021e-12
2265,5.15661547e-03,3.01912388e-04,5.39118934e-12
2266,5.15302260e-03,3.01697292e-04,5.38739289e-12
2267,5.14943384e-03,3.01482432e-04,5.38360083e-12
2268,5.14584918e-03,3.01267809e-04,5.37981315e-12
2269,5.14226861e-03,3.01053421e-04,5.37602987e-12
2270,5.13869214e-03,3.00839269e-04,5.37225095e-12
2271,5.13511974e-03,3.00625351e-04,5.36847639e-12
2272,5.13155141e-03,3.00411668e-04,5.36470619e-12
2273,5.12798714e-03,3.00198220e-04,5.36094034e-12
2274,5.12442693e-03,2.99985005e-04,5.35717883e-12
2275,5.12087077e-03,2.99772023e-04,5.35342164e-12
2276,5.11731864e-03,2.99559275e-04,5.34966878e-12
2277,5.11377055e-03,2.99346760e-04,5.34592022e-12
2278,5.11022648e-03,2.99134476e-04,5.34217597e-12
2279,5.10668642e-03,2.98922425e-04,5.33843602e-12
2280,5.10315037e-03,2.98710606e-04,5.33470036e-12
2281,5.09961833e-03,2.98499017e-04,5.33096897e-12
2282,5.09609027e-03,2.98287660e-04,5.32724185e-12
2283,5.09256620e-03,2.98076533e-04,5.32351900e-12
2284,5.08904611e-03,2.97865637e-04,5.31980040e-12
2285,5.08552999e-03,2.97654970e-04,5.31608604e-12
2286,5.08201783e-03,2.97444532e-04,5.31237592e-12
2287,5.07850962e-03,2.97234324e-04,5.30867003e-12
2288,5.07500536e-03,2.97024344e-04,5.30496837e-12
2289,5.07150504e-03,2.96814593e-04,5.30127091e-12
2290,5.06800866e-03,2.96605070e-04,5.29757766e-12
2291,5.06451620e-03,2.96395774e-04,5.29388861e-12
2292,5.06102765e-03,2.96186706e-04,5.29020375e-12
2293,5.05754302e-03,2.95977865e-04,5.28652307e-12
2294,5.05406229e-03,2.95769250e-04,5.28284656e-12
2295,5.05058545e-03,2.95560861e-04,5.27917421e-12
2296,5.04711250e-03,2.95352699e-04,5.27550603e-12
2297,5.04364344e-03,2.95144762e-04,5.27184199e-12
2298,5.04017824e-03,2.94937050e-04,5.26818209e-12
2299,5.03671692e-03,2.94729562e-04,5.26452633e-12
2300,5.03325945e-03,2.94522300e-04,5.26087469e-12
2301,5.02980583e-03,2.94315261e-04,5.25722717e-12
2302,5.02635606e-03,2.94108446e-04,5.25358376e-12
2303,5.02291013e-03,2.93901855e-04,5.24994445e-12
2304,5.01946803e-03,2.93695486e-04,5.24630924e-12
2305,5.01602975e-03,2.93489341e-04,5.24267812e-12
2306,5.01259528e-03,2.93283418e-04,5.23905107e-12
2307,5.00916463e-03,2.93077716e-04,5.23542810e-12
2308,5.00573778e-03,2.92872237e-04,5.23180919e-12
2309,5.00231472e-03,2.92666979e-04,5.22819433e-12
2310,4.99889546e-03,2.92461941e-04,5.22458353e-12
2311,4.99547997e-03,2.92257125e-04,5.22097677e-12
2312,4.99206826e-03,2.92052529e-04,5.21737404e-12
2313,4.98866032e-03,2.91848152e-04,5.21377533e-12
2314,4.98525613e-03,2.91643996e-04,5.21018065e-12
2315,4.98185570e-03,2.91440059e-04,5.20658998e-12
2316,4.97845902e-03,2.91236340e-04,5.20300331e-12
2317,4.97506608e-03,2.91032841e-04,5.19942064e-12
2318,4.97167687e-03,2.90829559e-04,5.19584196e-12
2319,4.96829139e-03,2.90626496e-04,5.19226726e-12
2320,4.96490963e-03,2.90423650e-04,5.18869653e-12
2321,4.96153158e-03,2.90221022e-04,5.18512978e-12
2322,4.95815724e-03,2.90018610e-04,5.18156698e-12
2323,4.95478660e-03,2.89816415e-04,5.17800814e-12
2324,4.95141965e-03,2.89614436e-04,5.17445324e-12
2325,4.94805639e-03,2.89412674e-04,5.17090228e-12
2326,4.94469680e-03,2.89211127e-04,5.16735525e-12
2327,4.94134090e-03,2.89009795e-04,5.16381215e-12
2328,4.93798865e-03,2.88808678e-04,5.16027296e-12
2329,4.93464007e-03,2.88607776e-04,5.15673769e-12
2330,4.93129514e-03,2.88407088e-04,5.15320632e-12
2331,4.92795386e-03,2.88206615e-04,5.14967884e-12
2332,4.92461622e-03,2.88006355e-04,5.14615525e-12
2333,4.92128222e-03,2.87806308e-04,5.14263555e-12
2334,4.91795184e-03,2.87606474e-04,5.13911971e-12
2335,4.91462508e-03,2.87406853e-04,5.13560775e-12
2336,4.91130194e-03,2.87207444e-04,5.13209965e-12
2337,4.90798241e-03,2.87008248e-04,5.12859540e-12
2338,4.90466648e-03,2.86809263e-04,5.12509500e-12
2339,4.90135414e-03,2.86610489e-04,5.12159844e-12
2340,4.89804539e-03,2.86411927e-04,5.11810572e-12
2341,4.89474023e-03,2.86213575e-04,5.11461682e-12
2342,4.89143865e-03,2.86015434e-04,5.11113174e-12
2343,4.88814063e-03,2.85817503e-04,5.10765047e-12
2344,4.88484618e-03,2.85619782e-04,5.10417301e-12
2345,4.88155529e-03,2.85422270e-04,5.10069935e-12
2346,4.87826795e-03,2.85224968e-04,5.09722948e-12
2347,4.87498415e-03,2.85027874e-04,5.09376340e-12
2348,4.87170390e-03,2.84830989e-04,5.09030110e-12
2349,4.86842718e-03,2.84634312e-04,5.08684257e-12
2350,4.86515398e-03,2.84437843e-04,5.08338780e-12
2351,4.86188431e-03,2.84241582e-04,5.07993680e-12
2352,4.85861815e-03,2.84045528e-04,5.07648955e-12
2353,4.85535550e-03,2.83849681e-04,5.07304605e-12
2354,4.85209636e-03,2.83654041e-04,5.06960628e-12
2355,4.84884071e-03,2.83458607e-04,5.06617025e-12
2356,4.84558855e-03,2.83263379e-04,5.06273795e-12
2357,4.84233987e-03,2.83068357e-04,5.05930936e-12
2358,4.83909468e-03,2.82873541e-04,5.05588449e-12
2359,4.83585296e-03,2.82678929e-04,5.05246333e-12
2360,4.83261470e-03,2.82484523e-04,5.04904586e-12
2361,4.82937991e-03,2.82290321e-04,5.04563210e-12
2362,4.82614857e-03,2.82096323e-04,5.04222202e-12
2363,4.82292068e-03,2.81902529e-04,5.03881562e-12
2364,4.81969623e-03,2.81708939e-04,5.03541290e-12
2365,4.81647522e-03,2.81515552e-04,5.03201384e-12
2366,4.81325765e-03,2.81322368e-04,5.02861845e-12
2367,4.81004350e-03,2.81129387e-04,5.02522672e-12
2368,4.80683276e-03,2.80936608e-04,5.02183863e-12
2369,4.80362545e-03,2.80744032e-04,5.01845419e-12
2370,4.80042154e-03,2.80551657e-04,5.01507339e-12
2371,4.79722103e-03,2.80359484e-04,5.01169621e-12
2372,4.79402392e-03,2.80167512e-04,5.00832267e-12
2373,4.79083020e-03,2.79975740e-04,5.00495274e-12
2374,4.78763987e-03,2.79784170e-04,5.00158642e-12
2375,4.78445291e-03,2.79592800e-04,4.99822371e-12
2376,4.78126933e-03,2.79401630e-04,4.99486460e-12
2377,4.77808912e-03,2.79210659e-04,4.99150909e-12
2378,4.77491227e-03,2.79019889e-04,4.98815716e-12
2379,4.77173878e-03,2.78829317e-04,4.98480882e-12
2380,4.76856864e-03,2.78638944e-04,4.98146405e-12
2381,4.76540185e-03,2.78448770e-04,4.97812285e-12
2382,4.76223839e-03,2.78258794e-04,4.97478522e-12
2383,4.75907827e-03,2.78069016e-04,4.97145114e-12
2384,4.75592148e-03,2.77879435e-04,4.96812061e-12
2385,4.75276802e-03,2.77690052e-04,4.96479363e-12
2386,4.74961787e-03,2.77500867e-04,4.96147020e-12
2387,4.74647103e-03,2.77311878e-04,4.95815029e-12
2388,4.74332751e-03,2.77123085e-04,4.95483391e-12
2389,4.74018728e-03,2.76934489e-04,4.95152106e-12
2390,4.73705035e-03,2.76746089e-04,4.94821172e-12
2391,4.73391671e-03,2.76557884e-04,4.94490589e-12
2392,4.73078635e-03,2.76369875e-04,4.94160357e-12
2393,4.72765928e-03,2.76182061e-04,4.93830474e-12
2394,4.72453548e-03,2.75994442e-04,4.93500941e-12
2395,4.72141495e-03,2.75807017e-04,4.93171757e-12
2396,4.71829768e-03,2.75619787e-04,4.92842920e-12
2397,4.71518367e-03,2.75432751e-04,4.92514431e-12
2398,4.71207292e-03,2.75245908e-04,4.92186290e-12
2399,4.70896541e-03,2.75059259e-04,4.91858494e-12
2400,4.70586114e-03,2.74872803e-04,4.91531045e-12
2401,4.70276011e-03,2.74686539e-04,4.91203940e-12
2402,4.69966232e-03,2.74500469e-04,4.90877180e-12
2403,4.69656775e-03,2.74314590e-04,4.90550765e-12
2404,4.69347640e-03,2.74128904e-04,4.90224693e-12
2405,4.69038827e-03,2.73943409e-04,4.89898964e-12
2406,4.68730335e-03,2.73758106e-04,4.89573577e-12
2407,4.68422163e-03,2.73572994e-04,4.89248532e-12
2408,4.68114312e-03,2.73388073e-04,4.88923829e-12
2409,4.67806780e-03,2.73203342e-04,4.88599466e-12
2410,4.67499567e-03,2.73018802e-04,4.88275444e-12
2411,4.67192673e-03,2.72834452e-04,4.87951761e-12
2412,4.66886096e-03,2.72650292e-04,4.87628417e-12
2413,4.66579837e-03,2.72466321e-04,4.87305411e-12
2414,4.66273896e-03,2.72282540e-04,4.86982744e-12
2415,4.65968270e-03,2.72098947e-04,4.86660414e-12
2416,4.65662961e-03,2.71915544e-04,4.86338421e-12
2417,4.65357967e-03,2.71732329e-04,4.86016764e-12
2418,4.65053288e-03,2.71549301e-04,4.85695443e-12
2419,4.64748923e-03,2.71366462e-04,4.85374457e-12
2420,4.64444872e-03,2.71183811e-04,4.85053806e-12
2421,4.64141135e-03,2.71001346e-04,4.84733489e-12
2422,4.63837711e-03,2.70819069e-04,4.84413506e-12
2423,4.63534599e-03,2.70636979e-04,4.84093856e-12
2424,4.63231799e-03,2.70455075e-04,4.83774538e-12
2425,4.62929311e-03,2.70273358e-04,4.83455553e-12
2426,4.62627133e-03,2.70091827e-04,4.83136898e-12
2427,4.62325266e-03,2.69910481e-04,4.82818575e-12
2428,4.62023709e-03,2.69729321e-04,4.82500582e-12
2429,4.61722462e-03,2.69548346e-04,4.82182919e-12
2430,4.61421523e-03,2.69367556e-04,4.81865586e-12
2431,4.61120893e-03,2.69186951e-04,4.81548581e-12
2432,4.60820571e-03,2.69006530e-04,4.81231904e-12
2433,4.60520557e-03,2.68826294e-04,4.80915556e-12
2434,4.60220849e-03,2.68646241e-04,4.80599534e-12
2435,4.59921448e-03,2.68466372e-04,4.80283839e-12
2436,4.59622354e-03,2.68286687e-04,4.79968471e-12
2437,4.59323564e-03,2.68107184e-04,4.79653428e-12
2438,4.59025080e-03,2.67927865e-04,4.79338711e-12
2439,4.58726901e-03,2.67748728e-04,4.79024318e-12
2440,4.58429026e-03,2.67569773e-04,4.78710249e-12
2441,4.58131454e-03,2.67391000e-04,4.78396504e-12
2442,4.57834186e-03,2.67212410e-04,4.78083082e-12
2443,4.57537221e-03,2.67034001e-04,4.77769982e-12
2444,4.57240558e-03,2.66855773e-04,4.77457205e-12
2445,4.56944196e-03,2.66677726e-04,4.77144749e-12
2446,4.56648136e-03,2.66499860e-04,4.76832615e-12
2447,4.56352377e-03,2.66322175e-04,4.76520801e-12
2448,4.56056918e-03,2.66144670e-04,4.76209307e-12
2449,4.55761760e-03,2.65967345e-04,4.75898132e-12
2450,4.55466900e-03,2.65790200e-04,4.75587277e-12
2451,4.55172340e-03,2.65613234e-04,4.75276741e-12
2452,4.54878078e-03,2.65436448e-04,4.74966522e-12
2453,4.54584115e-03,2.65259841e-04,4.74656621e-12
2454,4.54290449e-03,2.65083412e-04,4.74347037e-12
2455,4.53997080e-03,2.64907162e-04,4.74037770e-12
2456,4.53704008e-03,2.64731091e-04,4.73728819e-12
2457,4.53411232e-03,2.64555197e-04,4.73420184e-12
